c1,c2
10.180972584290403,-8.874653972028604
-6.308981749643786,-2.4226788675565842
2.8293718892301243,-4.948800216074406
8.369501823875089,2.8215915248267773
6.859395441128732,-9.552989315808183
10.095405016460568,5.129426860932394
3.9830867943398744,-8.219806074493103
-5.896052424934351,-1.2220955047933808
-4.124405376778361,-0.38631654689956807
10.443528754475858,-8.62943012470559
9.499595084657294,3.630057820311056
-5.548492650524121,-2.070219533695943
-4.442378921175592,-2.233109636561087
3.418192284168322,-6.138437099629602
10.470870174688814,0.5223499966954693
-3.0352458055318077,-3.186860172062179
-3.6945594504261465,-2.4064100935521626
-5.214769689354563,-0.8031498233157308
-5.935826458070991,-1.055481710226133
2.7677176043572613,-6.421229547593784
8.910297732922597,0.5765280124283714
9.000164351759324,-9.487162710988175
9.0079559332169,1.5837280467297246
10.259579895882563,3.1887387589264877
4.796775462821371,-4.924864054798324
4.439505064224355,-5.645399284797828
2.918044760958174,-7.336099580675962
4.5691169570911745,-5.820857863211565
8.89922158574172,1.9099772234445112
-5.115427197453848,-3.7503080104047504
9.742837757879727,4.123837739476265
8.30195550662402,0.34679910983909523
9.99660631954116,3.556450724327253
8.733990910123051,-0.6277782349722105
10.775525194916952,-9.452079819957442
8.4764788608697,0.5587477622099892
8.222157581969045,3.252573558800504
3.336712662881391,-5.301671290757613
-5.187317720838667,-0.279695860645377
10.052947321359731,4.758396957811255
9.66707272917791,-8.328556494162756
4.905607580185414,-4.805389021261844
-5.92018828067126,0.272901859374294
9.384138035284023,4.302183817499799
-5.522547581237949,-1.8053948272831888
9.670060368894035,4.012574951197557
9.36122246480027,0.2804753771401587
9.958927870670543,4.660747948276975
7.145061639138719,-8.642907429680324
8.432056229573297,1.2815116047539643
-5.720558583589812,-3.006729472515071
10.127820271838228,-10.039871814201248
-4.884825874997935,-2.4371042164987697
-6.54898149303075,-2.6338438872454493
-4.018289160566358,-0.7271917648901499
-3.806476815860443,-0.8023525416737781
2.760012784944553,-6.247645579182135
4.228641064655173,-6.266699712350402
10.382229811695408,1.7584348707014348
10.364561708383667,4.407577748063
8.322539925273249,-9.195110050783011
-4.678210003684272,-0.9703087244205187
9.735834584806678,0.8490579194326648
8.543890493815994,-10.960665859672464
10.015783852744837,-9.068448144713264
9.357105742774815,-11.008727017063531
9.685997337856493,4.6427606534349675
2.7094019052709073,-6.301741641904042
10.979828041141262,-7.977142346225139
-4.034028184236906,-0.3122000225190903
9.150415735371707,-8.731013519150478
-4.184289725279242,-0.6023620556842532
-5.788048159550037,-1.3354724997169383
4.554518668955103,-5.160548895050285
5.374764990544527,-5.992431952275726
11.072040168805618,3.692636145715293
10.002111272407818,5.891577298605884
9.864898516569044,4.6691397755092385
9.039292302207894,4.791103650346852
3.644622828669779,-5.143352300536272
-3.7378282342107574,-0.18597554852813958
3.30473133432437,-5.473391725835255
-6.7970967565509985,-2.08211122807493
4.808632084265074,-5.844369057093175
9.433740258373792,-9.00269762720978
10.845212826677317,5.062303253260759
4.090635755760764,-5.3891774916795665
10.36674665309028,-9.731893894457926
10.18405043727254,3.6288482417820687
3.8244727174462207,-5.921564160301439
3.6761910459352922,-5.193213669290178
9.943021956660587,2.619717241768827
9.691401842105382,5.279209063984293
10.611279173879922,-10.533617915837315
9.002725901960709,3.2051954094058233
9.922426852276676,4.086120065904156
9.237152796625896,2.1337048590658276
9.11218065184245,2.0045086019924785
8.992043539359665,-11.193207497330429
10.396801403090675,-13.181597778699297
9.46769504480395,0.5451143208161131
10.07871759744728,-10.003610121916413
3.4957562728451785,-4.9969412111611975
8.707937645310937,1.229363861750663
-3.9918783310228734,-3.1127618721658585
9.96857625066455,-10.861296753130825
10.589806261446924,-10.779063102159336
-6.069361797949453,-3.0230221336968333
8.803589036109198,0.9303058122348341
-4.906023506396711,0.019023160878813172
9.626144967165024,-11.530303261577018
8.552197189544245,0.7805413477152717
9.413984757722933,-0.6169261954082164
7.506237071785669,0.9323529633957498
-5.807736769818375,-0.9829686532496218
10.66107731726297,2.3168025674250083
10.323314704905982,-9.42831016393233
8.448086777317132,4.967038542085233
8.396389214024284,1.6196169335566852
7.995597704787707,4.467648801221159
5.079472110603926,-4.741059570991648
2.442386857879825,-6.8644636247546105
7.47171719485795,-9.550857935094829
9.57604742080022,2.187579972379762
8.619160263391048,4.418335877951777
8.787018989396895,-0.5674254860663688
8.218186817568004,-0.022757757503148568
7.524720916603186,1.725727654609443
9.292156990029017,0.1373372484036569
4.969149088558211,-5.87430281060382
9.37415836295817,2.9003915994529734
8.356702738873645,1.5973146350346008
5.7267547082497945,-5.941325560841628
7.770952774204404,2.065504753134169
9.827379797770403,-10.01453293727518
3.8112088035000955,-7.192245932760054
8.951628693692832,1.1937447077802252
-5.288785764530568,-0.5907474763990564
4.308475406136632,-4.0582132358858125
8.903483197848237,-7.9489796831478365
8.84238415645853,1.9305073359761944
11.426204601541453,5.569119245267966
10.99746383089568,-9.60986499673788
3.457707533516999,-5.772368255858043
10.15111886315038,1.4103858765250894
10.136710367790773,3.971670737813304
3.085761113996027,-6.327729866311596
5.688358906391129,-6.6005235762472365
8.9493620089421,1.697860394567655
7.938396981234574,2.338563702969797
9.37913704793501,3.938619024228151
8.979175160996926,0.5138752659031414
7.482771543443943,-11.867771710644124
5.71261235562575,-6.794988541935351
5.085251940640814,-5.806819193740956
-4.517291688694561,-0.6595276616073688
-2.4435849583314413,-1.030930546299049
10.51097493752477,1.7512406982118311
10.907431607979936,5.007675106549999
9.157988003641874,4.384983431550835
-5.174334899011596,-2.982955116345785
5.157637071303023,-5.410690413729744
10.26850399045469,4.68131455600659
4.207210260339458,-5.181725965510276
9.173818441091536,2.7311116547768792
9.744438659301245,4.887747502884274
3.4481124899748448,-7.125113648028824
10.958187545482216,-10.18728075753022
8.179730338015332,4.532331373103157
10.04784937458167,-9.42953405987329
10.058652762804352,-10.80732078018034
9.746268749522997,-10.757603692773094
8.327458253988068,2.429723979717023
2.7095219440020903,-6.083116168500544
8.438447598041886,2.1169969833035394
10.490018586834838,-10.086519029948828
10.80129079632846,4.11784662927297
-4.955256966371356,-0.3505369340982899
9.259068223996705,-8.43063559845201
9.454226295614703,-10.736181987223844
9.325292003978896,-9.054326155011827
-4.946048759411667,-1.7440381695522922
9.745571733990799,5.0861415284336875
9.958000515700608,-11.137989089692974
3.940986053549002,-6.686446641087111
-4.246631480943005,-1.4229081688723844
8.879209248669325,1.6610647089700632
9.953408600283561,-8.638764404581588
5.0703917939512815,-6.280545016437928
-6.17777677070208,-2.2978459472889594
8.943570687203023,4.490211360387384
-4.634694189570782,-0.11685530292999946
11.103722917482106,-9.371136260587072
4.242983486838525,-7.750814225406998
8.581816145767927,1.7658838143759965
10.04471238393825,-10.829026275666358
-3.5056426349339875,-1.177672922950381
